link,country,news_outlet,title,date,text
https://www.elpais24.com/quien-es-francisco-sagasti-nuevo-presidente-de-peru/,uruguay,elpais24,"¿Quién es Francisco Sagasti, nuevo presidente de Perú?",2020-11-17,"¿Quién es Francisco Sagasti, el nuevo presidente de Perú? Francisco Sagasti es un autor, investigador e ingeniero nacido en Lima el 10 de octubre de 1944. Con un gran expediente académico y político, hoy asume la presidencia interina de Perú. Esto ocurre luego del nombramiento y posterior renuncia de Manuel Merino como sucesor de Martín Vizcarra. Su salida fue empujada por las olas de violencia, muertes y desaparecidos ocurrida en las calles de Lima. Defensores del pueblo y organismos internacionales denuncian que hubo un uso de la fuerza irracional y exagerada por parte de los organismos de seguridad.

En medio de la crisis, Francisco Sagasti fue elegido por mayoría como presidente interino hasta julio del año próximo cuando en el mes de abril se den los comicios y un nuevo presidente asuma funciones.

Sagasti: gran currículum académico y político

Francisco Sagasti estudió ingeniería industrial en al Universidad Nacional y realizó una maestría en la Pennsylvania State University. Además es doctor en investigación operacional y ciencias de sistemas sociales en la Escuela de Negocios Wharton de la Universidad de Pensilvania.

Fue profesor en la Universidad del Pacífico, en la Pontificia Universidad Católica del Perú, en Madrid y en la Universidad de Pensilvania. Fue investigador principal emérito de Foro Nacional Internacional y asesor de organismos internacionales, agencias gubernamentales y empresas privadas. Se desempeñó como asesor del Ministerio de Industria y del Ministerio de Relaciones Exteriores en Perú y fue jefe de planeamiento estratégico del Banco Mundial. Trabajó en la ONU como presidente del comité consultor de ciencia y tecnología para el desarrollo.

En 1996 fue secuestrado por el grupo guerrillero Tupac Amaru durante la toma de rehenes en la embajada de Japón en Lima.

En marzo de 2020 asumió como congresista del partido morado de centro derecha. Es uno de los 19 congresistas que votó en contra de la destitución de Martín Vizcarra alegando que la medida era ilegítima y desestabilizadora.

Sagasti es un político novato recién estrenado en el congreso y esto puede ser un acierto. Hoy se perfila como la mejor opción de consenso posible dentro del abanico de los funcionarios del gobierno. En un país con la política desgastada y que atravesó días de tanta violencia, Sagasti es un soplo de luz y esperanza.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/joe-biden-nuevo-presidente-nuevo-plan-para-pandemia/,uruguay,elpais24,"Joe Biden: nuevo presidente, nuevo plan para pandemia",2020-11-11,"Joe Biden: nuevo presidente, nuevo plan para enfrentar la pandemia. En medio de un país polarizado y denuncias de fraude, Joe Biden se convierte en el nuevo presidente de Estados Unidos. 74 millones de votos le dieron la victoria, tras varios días de incertidumbre.

Joseph Robinette Biden es miembro del partido demócrata y fue senador. Comenzó su historia política en la Casa Blanca como el vicepresidente número 47 de los Estados Unidos junto al primer presidente negro, Barack Obama. Hoy hace historia una vez más por tener la primera mujer, negra e hija de inmigrantes como vicepresidente, Kamala Harris.

El ex presidente Donald Trump no acepta su derrota y está concentrado. Finalmente, deberá respetar las leyes y el voto popular y abandonar la Casa Blanca.

Hoy es momento de celebración pero se viene una época de mucho trabajo. Hay que resolver temas muy graves como la crisis económica y la pandemia.

Entre la prioridades del nuevo presidente, está la pandemia del coronavirus, una batalla que continúa y no da tregua. Ya anunciaron el nuevo presidente y la nueva vicepresidenta que tomarán un nuevo rumbo con respecto a la pandemia del covid-19. Para ello, habrá que esperar al 20 de enero, día en que asumirá Joe Biden como presidente de los Estados Unidos.

El plan de Biden para enfrentar la pandemia

Hoy la pandemia es preocupante en los Estados Unidos, que ya cuenta con casi 10 millones 300 mil contagiados de covid-19 y 240.000 fallecidos. Esto puede haber sido clave en la elección del nuevo presidente. El trato del coronavirus por parte del presidente Donald Trump ha generado muchas controversias y puede haberle costado su lugar en la Casa Blanca.

Biden anunció que las decisiones no las tomarán los políticos sino los científicos. Adelantó un plan de choque como una de sus prioridades al llegar al gobierno.

En breve, el presidente electo anunciará el equipo de líderes que lo acompañarán en la lucha contra el coronavirus. Será un grupo de 12 científicos. Estará dirigido por Vivek Murthy, exdirector de Sanidad, Davis Kessler, ex-comisionado de Medicamentos y Alimentos de la FDA y la doctora Marcella Nuñez-Smith de la Universidad de Yale.

Mascarillas obligatorias y más pruebas y rastreos

Biden tomará medidas específicas en cada estado en conjunto con sus gobernadores y alcaldes. Establecerá el uso obligatorio de la mascarilla en todos los estados.

El nuevo presidente está convencido que es fundamental aumentar la realización de pruebas y el rastreo. Los científicos aseguran que, para poder tener un país abierto y en funcionamiento pero de forma segura, se necesitan millones de pruebas por día. Afirman que sin pruebas, no se sabe dónde está la propagación del virus, ya que muchos son asintomáticos. Joe Biden prometió pruebas confiables para todos los estadounidenses, se duplicarán los lugares de pruebas y se invertirá en tecnología.

También anunció la creación de un grupo de trabajo de Disparidades Raciales y Étnicas. Este organismo abordará los problemas específicos de las comunidades negras, hispanas e indígenas, que han sido los más damnificados por el covid-19.

Afirmó también que restablecerá relaciones con la Organización Mundial de la Salud (OMS). Restaurará la credibilidad en los científicos y aunará todas sus fuerzas para lograr la vacunación masiva contra el virus. Con respecto a la vacuna, prometió invertir 25.000 millones de dólares para fabricar y distribuir vacunas de forma gratuita a todos los ciudadanos de los E.E.U.U.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/dia-de-elecciones-en-los-estados-unidos/,uruguay,elpais24,Día de elecciones en los Estados Unidos,2020-11-03,"Llegó el día de las elecciones en los Estados Unidos. Hoy martes 3 de noviembre se realizan las elecciones presidenciales 2020 en los Estados Unidos. Hoy se juega el futuro del país y del mundo, en medio de la emergencia por el aumento de casos de coronavirus. Estados Unidos vive un récord de tasas diarias de infección y cuenta más de 9 millones de contagiados y 237.000 muertes.

Hoy se enfrentan Donald Trump y Joe Biden. Las aguas están divididas entre los Republicanos que apoyan al actual presidente y los Demócratas, que apoyan al ex vice presidente de Barack Obama.

Estados Unidos ha planteado a lo largo de la historia ser un modelo democrático. Hoy con estas elecciones se pone en juego nuevamente la democracia. Es muy posible que si pierde, Donald Trump no crea y cuestione los resultados, lo que pondría al país en una tensión política. Es sabido que el sistema de elección tiene 200 años y se ve hoy un poco precario frente al mundo. Cada estado cuenta votos a su manera, lo que permite posibles maniobras políticas y termine en las cortes.

¿Cómo se elige presidente en los Estados Unidos?

Estados Unidos tiene una forma particular de elegir presidente. Es un sistema indirecto que se realiza a través del Colegio Electoral. No gana el que más votos populares tenga sino el que gana el Colegio Electoral. Como ejemplo, en 2016, Donald Trump no ganó el voto popular sino el Colegio Electoral.

El Colegio Electoral es un órgano clave en los Estados Unidos. Al acudir a las urnas, los estadounidenses no eligen directamente a su futuro presidente, sino que votan por sus electores. Estos electores forman el Colegio Electoral que está conformado por 538 electores, que de acuerdo a la Constitución, se reúnen en cada estado y votan por presidente y vicepresidente. Luego esos votos se cuentan por el presidente del Senado en el Congreso.

Hay 538 miembros del Colegio Electoral para los 50 estados y el distrito de Columbia. El número de miembros de cada estado refleja el número de legisladores en el congreso, uno por cada senador y uno por cada representante. Los votos del Colegio Electoral se deciden en cada estado por el votos popular. En 48 de los 50 estados, el ganador se lleva todos los electores y hace falta la mayoría, es decir 270 votos en el Colegio Electoral para ganar la presidencia de los Estados Unidos.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/chile-plebiscito-historico-para-cambiar-la-constitucion/,uruguay,elpais24,Chile: plebiscito histórico para cambiar la Constitución,2020-10-27,"Chile: se votó un plebiscito histórico para cambiar la Constitución. Por abrumadora mayoría, Chile dijo sí a redactar una nueva Carta Magna.

Casi 15 millones de chilenos participaron el domingo del plebiscito constitucional que permitirá dejar atrás la Constitución redactada en 1980 durante el régimen militar de Augusto Pinochet, que se dio en Chile entre los años 1073 y 1990.

La consulta popular consistía en dos partes. En la primera pregunta ¿Quiere usted una nueva Constitución?, el Apruebo ganó por un 78, 27 por ciento de los votos contra un 23,71% del rechazo. La segunda pregunta era: ¿Qué tipo de órgano debería redactar la Constitución?

Una contundente mayoría, casi el 80 por ciento, votó a favor del Apruebo, que permitirá la redacción de una nueva constitución. Un gran paso para dejar atrás la Carta Magna dictada durante la dictadura militar. Los votantes también decidieron que la reforma de la Constitución se lleve a cabo por una Asamblea Constituyente integrada en partes iguales por hombres y mujeres. La Convención Constitucional estará formada por 155 ciudadanos elegidos por voto popular. Las votaciones para elegir a los miembros serán el próximo 11 de abril de 2021. Luego vendrá la redacción de la Constitución en un plazo de nueve meses, que se podrán alargar tres meses más.

La paridad de género será un hito mundial. Es la primera vez que una Constitución será redactada en forma paritaria por hombres y mujeres.

Chilenos toman calles a pesar del Covid-19

A pesar de la pandemia del covid-19, los chilenos tomaron las calles para celebrar el triunfo del apruebo. Al final del día, miles de personas llegaron a la Plaza Italia a festejar el triunfo. Esta plaza también llamada Plaza de la dignidad, es el epicentro de las protestas sociales y festejos que se realizan en Santiago. Con fuegos artificiales, banderas y la ilusión de una nueva etapa, los chilenos festejaron los resultados del referéndum. Quizás por primera vez desde la pandemia, se veía una gran alegría y esperanza en las calles.

El presidente de Chile, Sebastián Piñera, se dirigió a la ciudadanía y mostró su alegría por los chilenos que concurrieron a las urnas a elegir libremente. Recalcó que los chilenos eligieron la opción de formar una Convención Constituyente, que por primera vez tendrá plena igualdad entre hombres y mujeres, para poder acordar una nueva constitución para Chile.

Pinera agregó que “Hoy es un día histórico para Chile, donde ha prevalecido la unión sobre la división y la paz sobre la violencia. Esta nueva Constitución será un nuevo camino y un marco de unidad para todos. Es tiempo de sanar las heridas. Ha triunfado la democracia y es un triunfo de todos los chilenos”.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/debate-vicepresidencial-en-e-e-u-u-quien-gano/,uruguay,elpais24,Debate vicepresidencial en E.E.U.U. : ¿Quién ganó?,2020-10-08,"¿Quién ganó el debate vicepresidencial en los Estados Unidos? Por un lado, la candidata demócrata Kamala Devi Harris, política y abogada que se ha desempañado como senadora junior por California desde 2017. Hoy compañera de formula de Joe Biden. Quiere encontrar un camino para los inmigrantes ilegales y se hizo famosa por sus agudas cuestionamientos a la administración Trump durante las sesiones del Senado.

Por el otro lado, Michael Richard Pence, político del Partido Republicano y actual vicepresidente del gobierno de Donald Trump. Fue miembro de la Cámara de Representantes y gobernador de Indiana. Se declara a sí mismo como cristiano, conservador y republicano.

Ambos candidatos a la vicepresidencia de la principal potencia capitalista del planeta, se enfrentaron el miércoles 7 de octubre en un debate de 90 minutos que el tiempo dirá si pudo afectar la trayectoria de la campaña presidencial. Esta vez con barreras de plexiglás, que recuerdan que el mundo está viviendo una de sus peores crisis sanitarias por el covid-19.

El debate de anoche fue un duelo menos caótico que el enfrentamiento de los candidatos a presidentes, pero un poco mas denso y monótono. Ambos candidatos trataron de defender a sus compañeros de fórmula y atacar a los candidatos opuestos. A su vez, los dos quisieron posicionarse para un futuro cargo de presidentes. Mike Pence trató de forjar su propia identidad frente a aquellos republicanos e independientes de derecha que puedan estar descontentos con la política de Trump.

Kamala Harris también trató de demostrar que puede ser una candidata hábil para los demócratas, una vez que Biden abandone el escenario político. Hablo de su educación y sus antecedentes cuando tuvo la oportunidad.

Coronavirus y la mosca en el cabello de Pence

La pandemia del coronavirus fue el tema de apertura del debate y Kamala Harris citó cifras de fallecidos y trató a Trump de irresponsable e inepto para manejar esta gran crisis.

Ninguno de los candidatos se centró en la noticia más importante de estos días: la salud de Trump. Pence evitó responder sobre el estado del presidente contagiado de covid-19, sabiendo que Trump se irrita fácilmente si se hacen especulaciones sobre su salud, incapacidad o traslado de poder al vicepresidente.

Según los observadores políticos, el debate vicepresidencial no cambiará el transcurso de las elecciones. Fue un debate convencional, civilizado. Ninguno de los candidatos dijo cosas brillantes ni reveladoras.

Lo que mas llamó la atención en las redes sociales fue la mosca que se posó en la cabeza de Mike Pence y sin dudas protagonizó el “momento viral”. El vicepresidente no la espantó y la mosca permaneció varios minutos en el debate. Esto originó una broma del candidato a la presidencia Joe Biden que publicó una foto suya con un matamoscas que decía: “Ponga 5 dólares para ayudar a esta campaña a volar”. Un juego de palabras ya que en inglés fly significa mosca y también volar.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/debate-trump-biden/,uruguay,elpais24,Trump-Biden: quién ganó el debate del siglo,2020-10-02,"Trump-Biden: quién ganó el debate más esperado del mundo. Estados Unidos tiene una larga tradición de debates presidenciales. La sociedad les presta excesiva atención. Son instancias que pueden modificar una elección presidencial. Es todo un evento y un acontecimiento en los Estados Unidos, a pesar de que esta vez no se da en una situación normal debido a la pandemia del coronavirus.

En una noche fría de otoño en la ciudad de Cleveland, Ohio, se enfrentaron en un debate los dos candidatos a la presidencia de los Estados Unidos. Es el primero de los tres debates que enfrentarán a Joe Biden y Donald Trump antes del 3 de noviembre, día de las elecciones.

Todo está fríamente calculado. Una comisión especial para los debates presidenciales, sortea las ubicaciones, los temas, prepara cómo se televisa, etc. Todas las cadenas televisivas más importantes se prepararon para uno de los debates más vistos de la historia. Más de 70 millones de hogares sintonizaron el debate, eso sumado a todos los que lo siguen en streaming y redes sociales.

Fiel a su estilo polémico, Trump pidió que se realizara antidoping a Biden y que revisaran a Biden por si llevaba un micrófono escondido en su oído. A pesar de ser rechazadas sus peticiones, generó revuelo en las redes sociales, como era de esperarse.

Según las encuestas, los indecisos oscilan entre un 4 y un 8 por ciento. Sin embargo, según una encuesta de la cadena NBC y el diario Wall Street Journal, existe un 30 por ciento de personas que cambiarían su voto por el debate. Por eso es muy importante ver cómo se ven y comportan los candidatos en el debate y qué tácticas utiliza cada uno. Sin saludo de manos esta vez por la pandemia, el primer debate generó mucha expectativa.

Biden tiene mucha experiencia en los debates, incluso más que Trump, ya que ha sido burócrata, senador y tiene una vida parlamentaria extensa. Si bien Biden está acostumbrado a intercambiar ideas, Trump es Trump y con su pasado debate con Hillary Clinton, logró cambiar las elecciones.

Debate Trump-Biden: ¿Quién ganó?

El debate Trump-Biden duró 90 minutos y dejó una sensación de pelea y recelo entre los candidatos. Hubo muchas interrupciones y ataques personales entre ambos. Biden acusó a Trump de racista, payaso y mentiroso. Trump delató un intento de golpe en su contra y denunció sin pruebas un supuesto fraude electoral.

Los analistas políticos se preguntan quién ganó este primer debate presidencial. La impresión general que quedó es la de un país políticamente polarizado, demostrado por la alta agresividad verbal del debate. Biden sacó algunas ventajas de esta situación ya que demostró no estar senil, como lo acusaba su contrincante, sino lo contrario, apareció controlado y coherente. Por su lado, en un comienzo se vio al Trump fuerte, acostumbrado a lo mediático, que utilizó su típica dinámica de interrumpir y acusar al que tiene enfrente. Era lo que se esperaba, pero Biden pudo responder a los ataques y expresar sus ideas claramente.

Lamentablemente muchas interrupciones de ambos impidieron a veces escuchar lo que cada uno tenía para decir. Nunca se vio un debate así. Por eso, los analistas afirman que el ganador fue Biden. A pesar de fallar en algunos aspectos, en el tema del racismo brindó un mensaje de unión y sanación y de lograr acuerdos entre las partes de este país tan dividido. Quiso poner en énfasis en que Trump era el presidente de la división.

A pesar de que ninguno tuvo una brillante actuación, Biden sale ganando por la baja expectativa que había en él y porque Trump necesitaba un cambio de tendencia y con esta demostración no se ha dado. Es difícil que así haya convencido a más gente a votarlo, lo que puede significar una victoria táctica para Biden.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/donald-trump-no-pago-impuestos-a-la-renta-durante-10-anos/,uruguay,elpais24,Donald Trump no pagó impuestos a la renta durante 10 años,2020-09-28,"Donald Trump no pagó impuestos a la renta en 10 de los últimos 15 años desde el año 2000, anunció el New York Times el domingo.

Fiscales de Nueva York emitieron una orden judicial para obtener sus declaraciones de impuestos. Pero una corte federal de apelaciones aceptó la petición del presidente de los Estados Unidos, Donald Trump, de suspender dicha orden.

Un tribunal de tres jueces aplazó esta orden hasta que Trump pueda apelar al fallo de una corte inferior que sí dio acceso a un fiscal a los documentos financieros del presidente.

Los abogados argumentan que esta orden se realizó de mala fe y está políticamente accionada. Por su parte Trump negó que tuviera deudas impositivas y afirmó que son todas informaciones falsas e inventadas.

Según el New York Times, Trump sólo pagó 750 dólares en impuestos federales en el año 2016. Esta publicación se enmarca en un batalla legal ya que siempre Trump se ha negado a publicar sus declaraciones de impuestos como suelen hacer todos los presidentes de los Estados Unidos. Durante su campaña en 2016, Trump rompió con las normas y se negó a presentar sus declaraciones de impuestos. Y tampoco lo hizo durante los años de su cargo como presidente.

De acuerdo al informe, el diario ha conseguido información fiscal de Trump durante 20 años de sus empresas más los primeros años de su cargo como presidente. Afirman que el magnate no pagó ningún impuesto sobre la renta en 10 de los últimos 15 años, porque informó más pérdidas que ganancias.

Según el diario, Trump minimizó sus declaraciones de impuestos presentando pérdidas millonarias, incluso cuando se presentaba como un empresario exitoso durante sus campañas presidenciales. Trump niega las informaciones y en su sesión informativa del domingo respondió a los periodistas que sí pagó. “Lo verán tan pronto como las declaraciones de impuestos estén listas”

La publicación aparece en un momento delicado y en plena campaña electoral. A eso se suman las múltiples criticas a su gestión de la pandemia del coronavirus.

Sus rivales demócratas aprovechan la noticia para atacar la imagen del presidente durante las últimas semanas de carrera electoral. Los encargados de campaña de Joe Biden lanzaron: con este informe se hace más clara la elección en noviembre. Si elegir un candidato que evade impuestos y no cumple con la obligación de todos los ciudadanos o un candidato como Joe Biden que representa la imagen de una familia trabajadora de los Estados Unidos.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/israel-nuevamente-firma-paz-con-un-pais-arabe-bahrein/,uruguay,elpais24,Israel nuevamente firma paz con un país árabe: Bahréin,2020-09-16,"Israel firma paz nuevamente con un país árabe: Bahréin. Es el segundo país que restablece relaciones diplomáticas con el país judío, luego del acuerdo con los Emiratos Árabes Unidos.

En su cuenta oficial de Twitter, el presidente de los Estados Unidos, Donald Trump, escribió: ¡Otro avance histórico hoy! Nuestros dos grandes amigos Israel y el Reino de Bahrein acuerdan un Acuerdo de Paz, el segundo país árabe en firmar la paz con Israel en 30 días.

En una declaración conjunta entre Estados Unidos, Israel y Bahréin, los tres países acordaron reanudar relaciones diplomáticas plenas. Esto significa un gran paso para lograr la paz en el Oriente Medio. El acuerdo y las relaciones directas aumentarán la estabilidad, la seguridad y la prosperidad en la zona.

La ceremonia de firma de la paz se realizará el próximo 15 de septiembre, en la Casa Blanca. Sus protagonistas, el primer ministro de Israel, Benjamín Netanhaju y el príncipe de Bahréin, Salman bin Haamd Al Khalifa, contarán con la intermediación del primer mandatario de los Estados Unidos.

Donald Trump se posiciona como artífice de paz

Con estos acuerdos, Donald Trump aparece frente al mundo como un artífice de la paz. Esto es muy positivo para su imagen cuando está a punto de jugarse su puesto para continuar en la Casa Blanca.

Desde 1979 con la firma de paz entre Israel y Egipto, no se daba un acuerdo de paz entre el estado israelí y un país árabe. En el plazo de un mes, se dieron dos, uno con los Emiratos Árabes y ahora con Bahréin. El pasado 13 de agosto normalizaron sus relaciones diplomáticas Israel y los Emiratos en un acuerdo firmado en los Estados Unidos, con la intermediación del presidente Donald Trump.

Con el acuerdo, el reino de Bahréin se convierte en el cuarto país árabe luego de Egipto, Jordania y los Emiratos Árabes, en establecer lazos diplomáticos con Israel.

Ambos acuerdos son pasos históricos hacia la paz en una zona de conflicto que ya lleva muchos años. Según lo pactado, Israel frena sus avances sobre territorio palestino. A cambio, los Emiratos Árabes y Bahréin normalizan sus relaciones con Israel.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/ex-abogado-de-trump-publica-nuevo-libro-sobre-el-presidente/,uruguay,elpais24,Ex-abogado de Trump publica nuevo libro sobre el presidente,2020-09-08,"Ex-abogado de Trump publica nuevo libro sobre el presidente y cuenta datos reveladores sobre la personalidad del primer mandatario de los Estados Unidos.

El libro sobre el presidente se titula “Disloyal, A Memoir” (Desleal, unas memorias), salió a la venta este lunes y causó revuelo como todos los libros sobre el presidente. Su autor, Michel Cohen, ex-abogado personal de Donald Trump, describe en su nuevo libro al presidente con calificativos como racista, mentiroso y acosador.

Sin duda los libros sobre el presidente y su familia tienen mucho éxito y venden millones de ejemplares. El jefe de estado ya generó con su vida varios best-sellers como “Fuego y furia” de Michael Wolf y el publicado por su sobrina Mary Trump, “Too Much and Never Enough” (Demasiado y nunca suficiente), que vendió más de un millón de ejemplares en una semana.

Michael Cohen, fixer y asesor de Trump

Michel Cohen, autor de Disloyal, era el asesor de Trump en su época de empresario y durante su campaña electoral. Se lo denomina “fixer”, es decir, un hombre para todo. Cohen fue condenado en 2019 a tres años de cárcel por mentir bajo juramento en el Congreso. Según él, lo hizo para defender a Trump. A ese cargo se le suma falsear documentos y fraude fiscal. Debido a la pandemia del coronavirus, desde el mes de febrero cumple arresto domiciliario.

El nuevo libro describe a Trump como un gran racista. Revela frases despectivas del jefe de estado hacia la población negra y hacia los hispanoamericanos. Por ejemplo: “Dime un país gobernado por negros y que no esté hecho mierda” o “Nunca obtendré el voto hispano. Los latinos, como los negros, son demasiado imbéciles como para votar por Trump”. Donald Trump aseguró que ellos “no eran su gente”

En un extenso prólogo, Michel Cohen afirma que él conocía a Trump mejor que nadie. Cuenta cómo fue testigo de visitas de Trump a clubes de striptease y reuniones de negocios turbias que mostraban a Trump como lo que era, un mentiroso y un tramposo. Relata una anécdota de cómo el mismo Cohen le pagó a la actriz pornográfica Stormy Danields 130.000 dólares. El apgo fue por no divulgar una relación sexual que había tenido con Trump justo cuando nació su hijo Barron con Melania Trump.

El libro cuenta también la admiración que siente el presidente por su par ruso, Vladimir Putin. Según sus palabras, Putin se apoderó de una nación entera y la dirigió como si fuera su empresa personal, como las empresas Trump.

Por su parte, la Casa Blanca en un comunicado desmiente los dichos de Michael Cohen. Se refiere a él como un delincuente, un abogado inhabilitado y un mentiroso que no tiene credibilidad.

Comparte esto: Twitter

Facebook

"
https://www.elpais24.com/emiratos-arabes-se-supo-el-paradero-de-juan-carlos-i/,uruguay,elpais24,Emiratos Árabes: se supo el paradero de Juan Carlos I,2020-08-18,"Emiratos Árabes: se supo el paradero de Juan Carlos I, luego de su partida de España el pasado 3 de agosto. Mucho se había especulado con su ubicación hasta que finalmente se conoció que está residiendo en los Emiratos Árabes. El Rey Emérito Juan Carlos I abandonó el país en medio de rumores de corrupción. Si bien no está procesado ni acusado de nada aún, está siendo investigado y ese podría haber sido el motivo de su alejamiento de España. La Fiscalía del Tribunal Supremo está investigando su participación en presuntas irregularidades en el negocio de un tren de alta velocidad en Arabia Saudita. A este tren se lo conoce como el AVE del desierto y une las ciudades de Medina y La Meca. Fue realizado por el consorcio hispano-saudi Al Choula.

Toda esta investigación deriva de la Fiscalía anti-corrupción española que indagaba desde 2018 si el consorcio que construyó el tren incurrió en delitos económicos. Recientemente apareció el nombre del Rey Emérito y ahora se investiga si tiene alguna responsabilidad penal.

Juan Carlos I dejó una carta al rey Felipe VI, su hijo, explicando los motivos de su alejamiento de España. En la misma expresaba su voluntad de dejar de desarrolar actividades institucionales y retirarse del país por el bien de los españoles y sus instituciones. Según sus palabras, fue una decision muy meditada y considera que es lo mejor para el país y la Corona.

Rey Emérito abandona España para mejorar imagen de la Corona

Con 82 años, Juan Carlos I abandona España para quizás nunca volver. “Mi alejamiento se debe a la repercusión que tuvieron ciertos actos de mi vida privada”, le comunicó a su hijo, el actual monarca.

Sin especificarlo, el Rey Emérito se refería al movimiento mediático que provocó la investigación que se inició en Suiza por la supuesta cuenta de 100 millones de euros. Esta suma fue depositada en el Banco Mirabaud, al amparo de una sociedad panameña y cuyo único beneficiario era Juan Carlos I. Se sospecha que el pago provenía del Rey de Arabia Saudita, Abdallah. A esto siguió otro escándalo, el de la transferencia de 76 millones de euros a la aristócrata Corina Larsen (o Corinna zu Sayn-Wittgenstein), supuestamente una antigua amante del Rey.

En junio del año 2014, Juan Carlos I abdicó el trono en favor de su hijo Felipe. Tras 40 años de reinado, se retiró de la corona en medio de varios escándalos. Corina Larsen fue la misma que viajó con el Rey de cacería a Botsuana donde ambos protagonizaron uno de los grandes escándalos de la Corona española. Fue en 2012 y la foto en la que abatía a un elefante recorrió el mundo.

A la luz de estos escándalos y con el fin de preservar la imagen y dignidad de la Casa Real Española, en marzo de este año, el actual rey Felipe VI renunció a la herencia de su padre. Además, le retiró la asignación de 200.000 euros anuales que recibía de la Casa Real.

Comparte esto: Twitter

Facebook

"
